Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
6058,5,13,"1,454",17,232,6,88,<5,269,847,711,764,147,452,43,156,<5,"2,133",64,<5,<5,9,0,<5,5,59,54
6059,<5,5,"3,157",35,456,14,144,<5,461,"1,032",794,"1,191",322,602,70,160,8,"4,138",497,8,<5,14,0,<5,<5,48,119
6060,<5,<5,"2,445",72,319,9,107,0,614,"1,043",882,"1,266",336,779,75,188,<5,"3,613",257,9,<5,14,0,<5,0,68,121
6061,12,60,"3,358",58,895,24,489,15,"1,644","3,691","3,129","4,247",799,"2,494",437,684,11,"6,959",103,14,27,32,0,13,23,371,310
6062,6,16,"4,251",42,683,12,256,0,659,"1,862","1,482","2,034",517,"1,178",112,255,5,"5,843",374,8,6,26,0,11,8,144,210
6063,5,12,"1,021",20,321,16,172,<5,415,"1,247",966,"1,277",254,696,106,207,<5,"2,034",48,6,6,17,0,6,5,93,113
6064,6,31,"3,167",50,835,44,399,11,"1,189","2,796","2,249","3,214",696,"1,842",308,480,8,"5,895",78,15,11,24,0,18,20,255,265
6065,6,15,"4,583",56,937,44,266,<5,830,"3,585","2,791","2,871",679,"1,298",163,500,7,"6,675",405,11,<5,32,0,9,<5,199,276
6066,<5,8,"1,402",22,405,16,176,<5,461,"1,433","1,133","1,451",393,711,92,224,<5,"2,532",88,8,6,17,0,6,10,108,156
6067,0,<5,<5,0,<5,0,<5,0,5,18,17,35,<5,38,<5,12,0,29,0,0,0,0,0,0,0,<5,0
6068,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
6069,<5,24,"2,110",38,641,45,185,<5,429,"3,054","2,523","2,108",303,938,135,569,<5,"3,640",191,5,7,12,0,<5,<5,179,102
6070,<5,0,396,<5,43,<5,<5,0,36,110,94,112,24,57,<5,13,0,468,68,0,0,<5,0,0,0,<5,7
6071,0,0,337,5,51,<5,14,<5,34,109,83,111,29,57,<5,11,<5,412,64,<5,0,<5,0,0,0,5,18
6072,0,0,91,<5,16,0,6,0,17,25,19,28,10,26,0,<5,0,128,21,0,0,0,0,0,0,<5,0
6073,0,0,492,<5,55,<5,17,0,55,133,104,122,27,58,<5,36,0,615,70,0,0,<5,0,0,<5,7,6
6074,0,0,127,<5,20,0,<5,0,11,54,43,52,12,30,<5,6,0,157,19,0,0,0,0,0,0,<5,<5
6076,5,11,"2,932",17,323,6,73,<5,264,734,557,725,209,354,17,116,<5,"3,519",551,<5,0,5,0,<5,<5,40,80
6077,0,<5,165,<5,17,0,8,0,20,48,30,54,14,28,<5,5,0,208,25,0,0,0,0,<5,<5,<5,5
6078,0,0,67,0,7,<5,<5,0,10,35,22,31,7,21,<5,<5,0,90,13,<5,0,0,0,0,0,0,<5
6079,0,0,6,0,<5,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,7,0,0,0,0,0,0,0,0,0
6081,0,0,377,<5,78,<5,21,0,79,165,127,170,51,86,7,30,<5,534,63,<5,0,<5,0,0,<5,16,20
6082,0,0,280,6,53,<5,15,0,58,177,131,159,31,92,10,32,0,418,38,0,0,<5,0,<5,0,11,7
6083,0,0,282,<5,39,0,16,0,39,136,94,158,31,76,7,23,<5,389,45,0,0,<5,0,0,<5,7,7
6084,0,<5,567,7,140,8,43,<5,105,425,336,404,72,205,13,73,<5,853,69,<5,<5,<5,0,0,<5,28,26
6090,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,<5,0,0,0,<5,<5,0,0,0,0,0,0,0,0
6100,5,<5,914,36,124,<5,39,0,283,454,382,756,231,421,22,62,<5,"1,406",118,8,6,7,0,0,<5,55,112
6101,5,14,"1,203",40,185,8,85,<5,522,666,562,970,260,582,41,131,<5,"2,126",104,<5,5,10,0,<5,<5,71,164
6102,13,7,"1,691",34,173,6,76,<5,464,495,438,943,310,553,34,91,<5,"2,488",105,<5,12,10,0,0,<5,101,231
6103,5,13,792,19,143,<5,60,0,268,461,394,623,140,395,30,100,<5,"1,350",46,<5,6,6,0,<5,<5,45,61
6104,8,15,"1,442",17,225,9,108,<5,435,753,652,862,163,559,45,126,<5,"2,308",109,<5,11,13,0,<5,<5,65,63
6105,7,15,"1,586",26,268,6,115,<5,372,"1,001",857,"1,083",204,622,89,190,0,"2,459",85,5,<5,9,0,<5,<5,101,85
6106,0,0,7,0,<5,0,0,0,<5,0,0,5,0,6,0,0,0,7,<5,0,0,0,0,0,0,<5,0
6107,17,42,"3,205",76,668,22,292,<5,941,"2,952","2,445","3,125",683,"1,609",239,439,5,"5,340",194,8,15,31,0,5,8,210,298
6108,7,12,"2,529",18,491,16,205,<5,510,"1,756","1,389","1,736",348,882,126,288,<5,"3,829",180,7,9,9,0,11,9,131,131
6109,6,11,"1,283",11,303,<5,144,0,408,"1,128",963,"1,183",190,735,94,184,<5,"2,252",77,<5,8,11,0,7,7,97,91
6110,9,47,"3,709",49,915,37,372,5,"1,016","3,356","2,785","3,278",597,"1,846",268,658,<5,"6,399",152,13,15,24,0,8,12,291,210
6111,9,13,"2,522",38,462,12,183,<5,637,"1,678","1,399","1,707",311,"1,150",89,364,<5,"4,137",240,14,<5,15,0,<5,8,147,95
6112,22,36,"4,066",70,"1,099",50,419,<5,"1,335","4,713","4,040","4,229",635,"2,508",318,"1,003",7,"7,748",197,19,<5,29,0,15,17,430,229
6121,0,0,185,0,54,5,13,0,37,101,69,109,24,58,<5,10,0,265,27,0,0,0,0,<5,0,<5,13
6122,5,<5,827,11,240,21,77,0,172,"1,292","1,075",831,118,413,63,230,<5,"1,467",72,<5,0,6,0,<5,<5,51,41
6123,0,0,133,<5,20,0,6,0,27,112,89,99,22,63,9,19,<5,209,9,<5,0,<5,0,0,<5,<5,<5
6124,0,0,100,<5,24,0,10,0,20,54,46,62,7,39,<5,10,0,155,16,0,0,0,0,0,<5,<5,0
6125,0,<5,354,<5,57,<5,19,<5,41,140,109,132,26,72,9,18,0,462,29,0,0,<5,0,0,<5,10,5
6126,0,0,19,0,<5,<5,<5,0,<5,15,12,17,<5,8,0,<5,0,29,7,0,0,0,0,0,0,<5,<5
6147,<5,11,"1,659",20,296,8,132,<5,325,"1,117",892,"1,165",277,611,76,159,<5,"2,486",93,<5,8,19,0,<5,6,75,110
6148,<5,<5,"2,041",18,238,10,62,<5,194,757,570,782,226,319,37,80,0,"2,479",402,<5,<5,10,0,0,<5,25,110
6149,0,0,"1,918",25,221,<5,53,0,173,561,411,630,233,245,18,63,0,"2,275",414,<5,<5,<5,0,<5,<5,20,111
6150,<5,<5,"1,305",24,168,5,32,0,99,321,240,488,230,162,12,24,<5,"1,523",421,0,5,10,0,<5,0,12,138
6151,<5,5,962,28,116,<5,29,0,187,352,301,567,185,305,20,70,<5,"1,340",353,<5,5,<5,0,0,<5,29,112
6152,10,19,"2,249",56,301,10,112,<5,444,719,617,"1,113",406,566,38,134,<5,"3,146",491,0,5,15,0,<5,<5,87,288
6153,5,0,"1,492",22,228,5,64,<5,237,509,414,569,195,257,13,75,0,"1,959",680,0,0,7,0,<5,0,25,138
6154,<5,<5,"1,123",17,120,<5,33,<5,93,301,233,326,97,137,9,33,0,"1,316",281,<5,0,<5,0,0,0,11,55
6155,<5,<5,"3,420",49,649,20,171,<5,394,"2,521","1,843","2,314",714,790,100,231,7,"4,485",495,<5,14,19,0,<5,<5,91,305
6156,<5,17,"1,668",22,280,10,92,0,349,608,534,691,191,348,23,105,<5,"2,355",338,<5,0,7,0,<5,<5,52,100
6157,0,<5,"1,501",25,188,5,59,<5,293,444,388,551,157,299,17,87,<5,"2,044",278,5,<5,6,0,<5,0,27,73
6158,<5,<5,620,17,73,<5,14,0,95,162,134,264,91,140,6,24,0,799,175,<5,0,<5,0,<5,0,13,52
6159,<5,0,251,15,24,<5,7,0,76,85,71,121,37,87,<5,17,0,380,98,0,0,<5,0,0,0,<5,13
6160,<5,<5,823,56,105,<5,39,0,458,217,196,634,170,572,11,44,0,"1,547",159,<5,<5,<5,0,<5,<5,35,94
6161,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6162,<5,<5,"1,267",39,201,<5,67,0,359,468,390,552,156,381,18,99,<5,"1,964",162,<5,<5,12,0,<5,0,24,64
6163,16,41,"6,437",95,"1,116",24,403,<5,"1,525","2,574","2,135","3,053",752,"1,961",130,489,8,"9,615",580,14,10,21,<5,22,19,240,342
6164,7,33,"2,782",59,894,49,269,<5,866,"3,246","2,667","2,935",609,"1,453",152,549,7,"4,988",216,19,6,26,0,6,14,220,270
6165,0,0,13,0,<5,0,0,0,10,<5,<5,6,0,5,0,0,0,23,0,0,0,0,0,0,<5,0,0
6166,<5,<5,"1,035",8,197,8,39,0,143,325,258,360,93,219,11,56,0,"1,343",157,<5,0,<5,0,<5,<5,17,27
6167,8,26,"2,253",42,584,31,252,<5,879,"2,236","1,902","2,222",322,"1,424",143,501,6,"4,438",63,11,<5,20,0,13,9,210,111
6168,7,16,"3,955",35,681,18,287,<5,953,"1,609","1,381","1,955",341,"1,436",76,426,5,"6,173",193,13,<5,21,0,15,12,221,80
6169,9,20,"4,099",50,860,28,315,<5,995,"2,442","2,074","2,344",366,"1,457",116,596,6,"6,560",293,8,<5,22,0,5,8,209,106
6170,<5,13,444,19,196,6,80,<5,187,"1,083",932,872,164,444,49,230,<5,"1,076",17,<5,<5,<5,0,<5,<5,80,49
6171,5,<5,"1,627",33,445,27,120,0,310,"2,152","1,825","1,446",244,665,102,456,0,"2,785",131,11,<5,12,0,5,<5,89,79
6172,<5,13,956,20,298,17,102,<5,265,"1,073",903,882,160,460,49,248,<5,"1,741",66,5,0,<5,0,<5,<5,71,50
6173,<5,<5,388,10,143,5,31,0,62,679,540,436,68,185,20,128,0,669,51,<5,<5,<5,0,<5,<5,30,27
6174,0,0,199,5,67,<5,29,0,60,343,304,243,42,142,9,67,0,428,8,0,<5,<5,0,0,<5,21,11
6175,0,<5,214,9,56,<5,17,0,45,242,210,211,48,84,8,38,0,349,16,<5,0,<5,0,0,0,18,6
6176,0,0,56,<5,12,<5,<5,0,20,99,86,62,9,36,5,20,0,110,17,0,0,<5,0,0,<5,<5,<5
6180,0,0,436,<5,101,<5,31,0,91,411,357,294,44,134,27,81,0,695,48,<5,<5,<5,0,<5,<5,22,10
6181,0,0,29,0,13,0,6,0,8,22,14,24,8,14,0,<5,0,52,10,0,0,0,0,0,0,<5,<5
6207,0,0,69,<5,17,<5,8,0,23,39,24,48,12,32,<5,<5,0,116,9,0,0,0,0,0,<5,7,<5
6208,<5,7,"2,027",15,347,11,126,0,353,767,656,825,142,541,37,214,5,"2,965",206,7,<5,13,0,5,<5,85,33
6209,0,0,363,<5,63,<5,26,0,80,99,82,133,26,112,<5,19,<5,541,24,0,0,<5,0,0,<5,11,8
6210,16,48,"12,011",71,"1,901",43,731,7,"2,529","4,482","3,867","4,971",905,"3,294",259,"1,191",23,"17,727","1,038",27,10,68,0,15,22,527,239
6211,<5,<5,"1,076",9,147,<5,62,<5,191,393,339,389,77,279,22,101,<5,"1,539",107,<5,<5,<5,0,<5,<5,24,5
6213,0,0,83,<5,10,0,5,0,23,40,33,45,5,31,<5,8,<5,128,6,0,0,<5,0,<5,0,<5,<5
6214,0,<5,47,0,10,0,<5,0,13,37,26,23,<5,14,<5,6,0,74,29,0,0,0,0,<5,0,<5,0
6215,<5,7,536,6,107,5,55,<5,141,239,201,284,37,206,17,55,<5,868,67,<5,0,0,0,<5,<5,25,7
6218,0,<5,53,0,14,0,6,0,22,38,36,35,6,26,<5,10,0,101,<5,0,0,0,0,<5,0,<5,0
6220,0,<5,701,<5,111,<5,49,<5,166,272,216,250,37,183,15,53,<5,"1,043",65,<5,0,<5,0,<5,<5,25,10
6221,<5,<5,21,0,<5,0,0,0,8,21,16,18,<5,9,0,7,0,39,6,0,0,0,0,0,0,<5,0
6223,0,0,8,0,7,0,<5,0,<5,12,7,15,0,9,<5,<5,0,19,5,0,0,0,0,0,0,<5,0
6224,0,5,150,0,31,0,12,0,44,92,76,89,26,52,<5,18,0,245,20,<5,0,0,0,0,<5,12,<5
6225,5,13,"1,215",<5,284,10,127,0,430,599,517,693,96,510,30,199,6,"2,186",80,<5,0,<5,0,6,8,84,14
6226,0,0,46,<5,11,0,<5,<5,16,29,21,40,8,22,0,5,0,73,9,0,0,0,0,0,0,<5,<5
6227,0,0,48,0,13,0,5,0,14,33,24,28,7,11,<5,9,0,81,16,0,0,<5,0,0,0,<5,<5
6228,0,0,18,0,<5,0,<5,0,6,13,12,<5,0,<5,<5,<5,0,31,8,0,0,0,0,0,0,0,0
6229,0,<5,34,0,10,0,6,0,10,10,8,22,<5,26,0,<5,0,66,5,0,0,0,0,0,0,0,0
6230,9,77,"4,878",56,941,32,432,<5,"1,426","3,108","2,662","3,151",613,"2,047",172,785,6,"8,395",461,28,<5,37,0,13,6,347,132
6231,0,0,10,0,<5,0,<5,0,<5,<5,<5,6,<5,9,<5,<5,0,23,<5,0,0,<5,0,0,0,0,<5
6232,<5,10,"1,282",8,231,<5,78,0,198,775,649,590,138,332,34,182,<5,"1,906",63,<5,<5,8,0,<5,<5,37,22
6233,<5,14,"1,643",17,348,11,116,<5,327,"1,170",973,962,211,566,58,252,<5,"2,593",243,<5,0,5,0,<5,5,79,41
6236,0,0,176,0,33,0,14,0,33,93,68,86,21,45,<5,8,0,254,36,<5,0,<5,0,<5,0,8,9
6237,<5,<5,250,<5,44,<5,15,0,39,108,83,108,18,64,<5,15,0,337,57,0,<5,<5,0,0,0,8,<5
6239,<5,<5,585,<5,89,<5,34,<5,104,259,204,246,43,172,17,41,0,844,88,<5,<5,7,0,<5,<5,15,6
6240,0,0,15,0,<5,0,<5,0,<5,5,<5,<5,0,<5,<5,0,0,21,<5,0,0,0,0,0,0,0,0
6243,0,0,5,0,0,0,0,0,<5,5,<5,7,0,<5,<5,0,0,11,<5,<5,0,<5,0,0,0,<5,0
6244,0,0,183,<5,37,0,16,0,57,105,76,72,13,49,<5,13,0,300,60,0,0,<5,0,<5,<5,7,<5
6251,0,0,40,0,<5,0,<5,0,17,30,24,21,<5,23,<5,5,0,74,5,0,0,0,0,0,0,<5,0
6252,0,0,17,0,0,0,<5,0,6,6,<5,5,<5,6,0,<5,0,30,0,0,0,0,0,0,0,0,0
6253,0,0,112,0,16,0,7,0,25,38,27,50,16,31,5,5,0,159,25,0,0,<5,0,0,0,<5,<5
6254,0,<5,98,<5,21,0,9,0,31,39,36,54,10,35,5,6,0,161,7,<5,<5,0,0,0,<5,<5,<5
6255,0,<5,658,<5,77,0,24,0,136,241,187,224,55,142,12,36,<5,922,82,0,0,6,0,0,<5,10,9
6256,0,0,11,<5,<5,<5,<5,0,6,14,8,15,<5,5,<5,<5,0,23,<5,0,0,<5,0,0,0,0,<5
6258,<5,7,781,<5,126,<5,58,0,268,491,374,416,72,265,34,85,<5,"1,308",122,<5,0,7,0,<5,<5,42,14
6260,0,<5,153,<5,24,<5,5,0,41,87,55,80,21,38,<5,9,0,223,41,<5,0,<5,0,0,0,<5,0
6262,0,0,134,0,12,0,12,<5,46,48,38,50,8,35,11,6,<5,214,21,<5,0,<5,0,0,<5,<5,0
6271,0,<5,397,6,70,<5,29,0,103,249,197,208,50,132,10,56,0,651,45,<5,0,<5,0,0,<5,17,7
6275,0,0,245,0,31,0,13,0,64,89,73,102,18,84,10,15,0,371,29,<5,0,<5,0,0,0,<5,<5
6280,<5,24,"4,110",20,536,14,201,<5,805,"1,899","1,502","1,654",345,"1,046",114,352,5,"5,962",529,5,5,14,0,5,<5,174,75
6281,0,0,629,9,72,0,16,0,74,418,317,287,57,147,12,55,0,847,229,<5,0,6,0,0,0,11,13
6282,0,0,77,<5,14,0,<5,0,11,72,51,54,14,35,<5,<5,0,113,38,<5,0,<5,0,0,0,<5,<5
6284,0,0,121,0,20,<5,<5,0,26,169,121,87,16,39,<5,24,0,190,53,<5,0,<5,0,<5,0,5,5
6285,0,5,600,10,95,<5,38,<5,190,769,599,561,101,339,49,107,0,"1,089",125,8,0,7,0,0,0,21,23
6286,0,0,36,0,<5,<5,<5,0,7,34,27,29,6,20,<5,<5,0,60,23,0,0,<5,0,0,0,<5,0
6288,0,0,34,0,6,0,<5,0,10,37,24,31,8,20,<5,<5,<5,63,11,0,0,0,0,0,0,0,<5
6290,0,0,440,<5,33,<5,13,0,71,83,61,99,29,70,7,13,0,571,73,0,0,<5,0,<5,<5,<5,<5
6302,<5,6,627,<5,93,<5,51,0,142,222,185,200,24,142,17,50,0,929,70,<5,0,<5,0,<5,<5,10,8
6304,0,<5,311,0,65,0,33,0,95,95,76,94,19,60,5,19,<5,487,44,<5,0,<5,0,0,<5,5,<5
6306,<5,5,136,0,22,<5,14,0,44,65,55,77,12,44,9,17,<5,228,23,0,0,<5,0,0,<5,9,<5
6308,<5,8,216,0,39,<5,19,0,67,106,82,121,14,83,6,27,<5,357,35,<5,0,<5,0,<5,<5,9,<5
6309,0,0,42,0,8,0,<5,0,20,14,11,16,<5,9,0,0,0,70,<5,0,0,<5,0,0,<5,0,0
6311,0,0,70,0,14,0,6,0,11,24,13,24,6,11,<5,6,0,97,16,0,0,0,0,<5,0,0,0
6312,5,38,550,0,114,5,61,<5,189,384,313,368,37,228,41,92,<5,966,86,<5,<5,<5,0,<5,<5,28,7
6313,0,<5,28,0,6,0,<5,0,14,13,10,9,<5,<5,<5,<5,0,45,0,0,0,0,0,0,0,<5,0
6315,0,<5,312,0,59,0,28,0,95,141,100,102,10,71,9,30,0,504,27,0,0,<5,0,<5,<5,6,5
6316,0,0,28,0,6,0,<5,0,18,16,12,22,<5,14,<5,<5,0,59,7,0,0,0,0,0,0,<5,0
6317,<5,26,437,0,87,5,47,0,152,350,272,360,40,225,29,84,0,791,58,<5,0,<5,0,<5,<5,39,7
6318,0,<5,39,0,14,0,8,0,22,44,33,34,<5,16,<5,8,0,88,6,0,0,0,0,<5,0,<5,<5
6320,0,<5,52,0,19,0,13,0,27,63,52,51,<5,37,<5,13,0,115,<5,0,0,<5,0,0,0,<5,<5
6321,0,<5,75,0,16,0,9,0,20,47,33,31,<5,20,<5,5,0,118,8,0,0,0,0,0,0,<5,0
6322,0,0,40,0,9,0,5,0,11,11,8,13,<5,8,<5,0,0,59,<5,0,0,<5,0,0,0,0,<5
6323,0,0,153,0,49,0,29,0,74,81,67,88,11,59,9,17,<5,300,12,0,0,<5,0,0,0,<5,0
6324,0,<5,468,<5,87,<5,38,0,139,265,213,272,38,169,21,37,<5,742,69,0,0,<5,0,0,<5,20,7
6326,0,0,47,0,15,0,8,0,15,23,17,29,10,12,<5,<5,0,78,23,0,0,0,0,<5,0,<5,0
6327,0,0,31,0,5,0,<5,0,9,22,16,22,<5,12,<5,<5,0,44,9,<5,0,0,0,0,0,0,<5
6328,0,<5,31,0,11,<5,7,0,20,30,21,29,7,17,<5,<5,0,67,15,0,0,0,0,0,0,<5,<5
6330,9,38,"4,960",37,873,22,364,<5,"1,423","2,477","1,955","2,132",402,"1,225",138,458,8,"7,743",742,14,<5,23,0,9,19,218,94
6331,0,<5,<5,0,<5,0,0,0,<5,<5,<5,8,<5,6,<5,0,0,5,7,0,0,0,0,0,0,0,<5
6332,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0
6333,0,<5,885,8,129,<5,48,0,231,462,342,354,80,220,22,62,0,"1,347",190,<5,<5,<5,0,<5,5,11,14
6335,<5,<5,55,0,21,<5,14,0,37,74,56,65,<5,47,<5,15,0,130,6,0,0,0,0,0,0,<5,0
6336,0,0,15,0,6,0,<5,0,9,19,16,18,0,13,0,5,0,36,<5,<5,0,0,0,0,0,0,0
6337,0,0,27,0,7,0,<5,0,9,36,25,25,5,9,<5,<5,0,45,<5,<5,0,0,0,0,0,<5,<5
6338,0,0,68,0,7,0,<5,0,15,36,21,19,<5,13,<5,<5,0,93,12,<5,0,0,0,0,0,0,0
6341,0,0,20,0,<5,0,<5,0,<5,15,12,<5,0,<5,0,<5,0,28,6,0,0,0,0,0,0,0,0
6343,0,0,6,0,<5,0,<5,0,6,16,13,7,<5,<5,0,<5,0,16,<5,0,0,0,0,0,0,<5,<5
6346,0,<5,40,0,10,<5,<5,0,18,40,35,26,<5,13,0,7,0,79,24,0,0,0,0,0,0,<5,<5
6348,0,0,160,<5,17,0,8,0,36,42,32,45,6,36,6,8,0,229,20,0,0,0,0,0,<5,0,<5
6350,0,<5,49,0,6,0,<5,0,10,22,19,28,<5,19,<5,<5,0,71,0,0,0,<5,0,0,0,<5,0
6351,0,0,<5,0,0,0,0,0,0,5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
6352,0,0,11,0,5,0,<5,0,<5,13,10,11,0,6,<5,<5,0,20,<5,0,0,0,0,0,0,<5,0
6353,0,<5,50,0,6,0,<5,0,7,44,30,18,<5,12,<5,8,0,72,16,0,0,<5,0,0,0,<5,<5
6355,0,0,19,0,<5,0,<5,0,7,25,18,26,<5,13,0,<5,0,35,7,0,0,0,0,0,0,0,0
6356,0,0,<5,0,<5,0,0,0,<5,5,5,<5,<5,<5,0,0,0,7,<5,0,0,0,0,0,0,0,0
6357,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,5,<5,0,0,0,0,0,0,0,<5
6358,0,0,<5,0,<5,0,<5,0,<5,5,<5,<5,0,<5,<5,<5,0,9,<5,0,0,0,0,0,0,0,0
6359,0,0,28,0,<5,0,<5,0,8,26,19,15,0,<5,0,<5,0,40,13,0,0,0,0,0,0,0,0
6361,0,0,8,0,<5,0,0,0,<5,7,<5,<5,0,<5,0,0,0,11,<5,0,0,0,0,0,0,0,0
6363,0,0,<5,0,0,0,0,0,<5,<5,<5,<5,0,0,<5,0,0,5,<5,0,0,0,0,0,0,0,0
6365,0,0,55,0,11,0,<5,0,12,39,27,32,<5,24,<5,7,0,80,12,0,0,0,0,0,<5,0,<5
6367,0,<5,30,0,<5,<5,<5,0,8,23,20,32,<5,23,<5,5,0,52,<5,0,0,0,0,0,0,0,0
6368,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
6369,<5,<5,81,0,10,0,<5,0,12,40,32,33,<5,24,<5,8,0,110,23,0,0,0,0,0,0,0,<5
6370,0,0,53,0,13,0,8,0,14,37,31,29,<5,15,<5,<5,0,88,14,<5,0,0,0,0,<5,<5,0
6372,0,0,17,0,<5,0,0,0,<5,10,8,9,0,5,0,<5,0,26,0,0,0,0,0,0,0,0,0
6373,0,<5,<5,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,7,0,0,0,0,0,0,0,0,0
6375,0,0,140,0,20,<5,6,0,31,53,43,50,<5,37,6,11,0,205,17,0,0,<5,0,<5,0,<5,<5
6383,0,5,175,<5,29,<5,20,0,51,68,63,85,11,67,9,25,0,295,24,0,0,<5,0,<5,0,12,<5
6384,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,0,0,9,0,<5,<5,0,0,8,5,<5,7,0,5,0,<5,<5,21,0,0,0,0,0,0,0,<5,0
6390,<5,<5,120,0,29,0,18,0,45,88,82,71,6,53,<5,33,0,231,24,0,0,0,0,0,0,5,<5
6391,0,<5,83,0,12,0,5,0,20,45,36,26,<5,9,<5,9,0,121,21,0,0,0,0,0,0,<5,0
6392,0,0,54,0,9,0,<5,0,10,31,23,17,0,10,<5,<5,0,76,9,0,0,0,0,0,0,0,0
6393,0,0,6,0,<5,0,<5,0,7,9,5,8,<5,6,0,0,0,18,0,0,0,0,0,0,0,<5,0
6394,0,0,18,0,<5,<5,<5,0,5,13,7,12,<5,<5,0,<5,0,30,<5,0,0,0,0,0,0,0,0
6395,0,<5,206,0,21,<5,7,0,38,125,94,83,14,49,5,28,0,302,61,<5,0,0,0,0,<5,6,<5
6396,0,0,25,0,6,0,<5,0,8,31,22,10,<5,5,0,<5,0,43,5,0,0,<5,0,0,0,0,<5
6397,0,0,5,0,<5,0,<5,0,16,8,8,9,0,8,<5,<5,0,29,<5,0,0,0,0,0,0,0,0
6398,0,0,130,0,12,0,9,0,28,27,15,35,8,23,<5,<5,0,180,20,<5,0,<5,0,0,0,<5,<5
6401,8,55,"1,015",<5,209,8,96,0,378,613,536,720,70,537,59,181,0,"1,853",82,<5,<5,6,0,<5,<5,88,13
6403,0,0,32,0,6,0,<5,0,7,11,5,7,<5,<5,0,<5,0,45,5,0,0,0,0,0,0,<5,0
6405,0,0,37,0,6,0,<5,0,15,20,15,15,0,13,<5,<5,<5,67,<5,0,0,0,0,0,0,<5,0
6407,0,<5,100,<5,22,0,<5,0,28,59,55,45,8,30,<5,10,0,152,15,0,0,<5,0,<5,0,<5,<5
6409,0,5,46,<5,6,0,<5,0,20,37,31,42,<5,30,6,5,0,80,<5,0,0,0,0,0,0,<5,0
6410,<5,8,185,0,30,<5,16,0,66,90,76,99,8,64,6,22,0,305,14,<5,0,0,0,0,<5,10,0
6411,0,0,10,0,7,0,6,<5,5,5,<5,5,<5,<5,0,0,0,22,<5,0,0,0,0,0,0,0,0
6412,0,0,<5,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
6413,0,0,9,0,<5,0,<5,0,7,<5,5,8,0,9,<5,0,0,21,<5,0,0,0,0,0,0,0,0
6414,0,0,<5,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0
6415,0,6,303,0,54,<5,27,0,117,202,166,179,14,123,15,60,0,554,25,0,0,<5,0,0,<5,15,<5
6418,<5,0,102,0,10,0,6,0,28,39,33,35,6,22,<5,7,0,151,12,0,0,0,0,0,0,5,<5
6419,0,0,<5,0,<5,0,<5,0,0,<5,<5,<5,0,<5,0,0,0,7,0,0,0,0,0,0,0,0,0
6420,0,0,<5,0,<5,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,8,<5,0,0,0,0,0,0,0,0
6421,0,0,12,0,<5,<5,<5,0,5,14,10,5,0,<5,0,<5,0,23,<5,0,0,0,0,0,0,0,0
6422,0,0,<5,0,<5,0,<5,0,<5,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
6423,0,0,19,0,<5,0,<5,0,<5,<5,<5,13,<5,14,0,<5,0,29,<5,0,0,0,0,0,0,<5,0
6424,0,0,5,0,0,0,0,0,0,<5,<5,<5,0,<5,0,0,0,6,0,0,0,0,0,0,0,0,0
6425,0,0,11,0,0,0,0,0,0,<5,0,6,0,<5,0,0,0,12,0,0,0,0,0,<5,0,0,0
6426,0,<5,92,0,12,0,<5,0,35,50,44,51,<5,42,<5,16,0,163,6,0,0,0,0,0,<5,<5,<5
6428,0,0,0,0,<5,0,0,0,<5,<5,<5,<5,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0
6429,0,<5,102,0,19,0,12,0,56,75,67,94,9,86,7,27,0,224,<5,0,0,<5,0,0,0,10,<5
