Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
2715,<5,<5,203,<5,34,0,17,<5,73,102,80,60,11,41,<5,17,0,333,12,0,0,<5,0,0,0,<5,<5
2716,0,0,193,0,46,<5,17,0,49,76,46,50,8,26,<5,13,0,287,22,0,0,0,0,0,0,0,<5
2717,<5,16,191,0,67,0,43,0,105,130,97,175,29,121,7,36,<5,426,10,<5,0,0,0,0,<5,24,<5
2720,6,18,"1,225",5,226,11,90,<5,358,577,451,382,54,273,26,132,0,"1,970",126,<5,0,<5,0,<5,<5,39,9
2721,0,0,34,0,8,0,5,0,16,20,14,16,<5,12,0,<5,0,68,7,0,0,0,0,0,0,<5,<5
2722,<5,7,474,<5,104,<5,43,0,104,238,179,164,21,106,10,34,0,713,57,<5,0,<5,0,<5,0,11,13
2725,0,0,80,0,19,0,14,0,26,23,18,27,<5,21,<5,<5,0,130,<5,0,0,0,0,0,0,0,0
2726,0,0,31,0,<5,0,<5,0,<5,17,10,6,<5,<5,<5,<5,0,35,<5,0,0,0,0,0,0,0,<5
2727,0,0,29,<5,6,0,5,0,8,27,21,15,0,6,0,0,0,48,5,0,0,0,0,0,<5,0,0
2729,<5,<5,233,0,43,<5,21,0,50,115,86,98,17,63,<5,11,<5,349,39,<5,0,0,0,<5,<5,12,<5
2730,0,<5,292,0,41,<5,25,0,63,105,75,88,5,60,8,19,0,430,21,<5,<5,<5,0,0,0,6,<5
2731,0,<5,"1,319",<5,220,6,69,0,151,388,274,326,98,155,14,67,<5,"1,688",103,0,0,<5,0,<5,<5,21,18
2732,0,0,404,0,36,0,13,0,58,92,62,99,24,46,<5,18,0,514,48,<5,0,0,0,0,<5,5,7
2733,0,0,83,0,9,0,6,0,27,44,34,24,<5,15,<5,11,0,137,7,0,0,0,0,0,0,<5,<5
2734,0,0,23,0,<5,0,<5,0,7,16,6,18,13,<5,0,0,0,31,10,0,0,0,0,0,0,<5,6
2735,0,0,39,0,12,0,8,0,16,34,26,40,17,11,<5,<5,<5,77,0,<5,0,<5,0,0,0,<5,<5
2736,0,<5,68,0,6,0,<5,0,11,16,15,18,8,8,<5,<5,0,91,8,0,0,0,0,0,0,<5,0
2737,0,<5,64,0,25,<5,11,0,21,62,42,39,13,15,<5,7,0,117,<5,0,0,<5,0,0,<5,0,<5
2738,0,<5,132,<5,34,0,8,0,36,91,58,75,20,24,5,11,0,197,22,0,0,<5,0,0,0,5,5
2739,<5,<5,139,<5,45,0,20,0,48,121,94,111,24,69,6,25,0,268,20,<5,0,<5,0,<5,0,9,5
2745,<5,9,"1,618",13,696,70,191,<5,393,"1,797","1,374","1,162",181,365,57,295,<5,"2,705",169,6,<5,10,0,<5,<5,48,97
2747,18,45,"3,456",86,"1,281",87,586,<5,"1,487","3,623","2,944","2,546",499,"1,301",167,782,<5,"7,057",175,11,8,26,0,10,6,188,255
2748,0,0,164,<5,57,<5,13,0,33,87,60,56,17,28,<5,10,0,236,68,0,<5,<5,0,0,0,<5,6
2749,<5,11,"1,018",13,553,26,215,<5,505,"1,358","1,085",887,142,410,57,289,<5,"2,267",73,5,<5,6,0,<5,5,72,69
2750,11,31,"5,391",65,"1,291",85,480,5,"1,577","3,042","2,494","2,257",400,"1,315",126,687,6,"8,829",337,11,9,29,0,11,8,155,190
2751,<5,<5,<5,0,<5,<5,0,0,6,6,6,22,18,<5,0,<5,0,12,0,0,0,0,0,0,0,<5,13
2752,<5,<5,376,<5,119,14,45,0,94,292,211,187,43,70,11,46,<5,617,35,<5,0,<5,0,0,0,9,21
2753,8,17,"1,779",24,451,17,165,0,485,"1,110",856,832,190,463,36,209,<5,"2,903",216,9,<5,14,0,<5,9,69,114
2754,0,<5,720,6,152,7,74,<5,157,412,340,239,41,129,17,87,0,"1,121",100,0,0,<5,0,0,0,8,23
2755,0,0,<5,0,<5,<5,0,0,0,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
2756,11,35,"2,576",23,808,50,332,0,939,"2,336","1,819","1,452",230,865,75,456,<5,"4,898",252,13,<5,28,0,0,7,99,113
2757,0,0,97,0,16,0,5,0,13,47,34,27,7,6,<5,6,<5,126,24,0,0,<5,0,0,0,0,<5
2758,<5,<5,728,9,167,7,40,0,131,375,266,259,55,115,20,45,<5,"1,017",125,7,0,<5,0,<5,0,7,27
2759,7,15,"1,645",21,762,56,324,<5,586,"1,952","1,495","1,296",232,543,101,340,<5,"3,183",56,6,<5,17,0,8,13,71,120
2760,6,37,"3,265",51,"1,229",78,683,<5,"1,455","3,509","2,914","2,604",365,"1,439",221,849,<5,"6,957",87,12,9,31,0,16,5,220,200
2761,8,27,"1,647",38,904,71,448,<5,689,"2,782","2,078","1,907",414,767,165,404,<5,"3,620",61,8,19,33,0,5,6,112,306
2762,0,6,245,<5,96,10,29,0,72,305,248,203,36,94,18,35,0,429,51,<5,0,0,0,0,0,11,22
2763,6,13,"1,745",35,655,34,257,0,528,"2,156","1,621","1,415",314,593,108,260,<5,"3,185",119,8,17,24,0,7,7,84,176
2765,6,15,"1,459",15,418,20,165,0,431,972,765,664,111,385,38,199,0,"2,515",182,9,0,8,0,6,<5,36,52
2766,<5,11,"1,443",22,458,26,234,<5,428,"1,292",949,915,196,399,80,177,<5,"2,521",58,5,13,15,0,6,<5,58,148
2767,<5,39,"1,709",28,865,38,465,<5,918,"1,919","1,530","1,478",301,761,101,339,<5,"3,907",82,5,19,33,0,11,<5,106,180
2768,0,5,"1,447",26,514,21,170,<5,364,"1,412",982,"1,023",272,298,75,97,5,"2,260",169,<5,19,21,0,0,<5,30,154
2769,0,0,374,10,174,5,65,0,122,532,377,349,74,85,39,42,<5,653,34,0,<5,6,0,0,0,7,37
2770,38,188,"5,634",86,"3,264",171,"2,084",<5,"3,436","7,850","6,658","6,187",909,"3,750",591,"2,067",9,"15,351",89,18,37,77,0,39,25,570,506
2773,<5,<5,606,11,118,10,29,0,103,178,134,187,57,53,<5,22,0,787,138,0,0,<5,0,0,<5,8,19
2774,<5,<5,"1,429",23,290,14,84,<5,263,641,487,494,142,211,17,95,<5,"1,994",182,<5,0,<5,0,0,<5,26,51
2775,<5,0,214,0,40,<5,20,0,82,69,52,69,13,52,<5,12,0,357,30,<5,0,<5,0,0,<5,<5,<5
2776,<5,<5,442,<5,97,5,23,0,73,224,165,175,39,55,9,31,<5,603,39,<5,0,<5,0,<5,0,5,15
2777,<5,6,"2,328",24,381,22,97,<5,360,860,637,654,184,244,22,104,<5,"3,037",239,<5,0,8,0,0,<5,28,96
2778,0,<5,262,<5,66,<5,23,<5,72,130,93,122,37,48,5,13,<5,396,24,<5,0,<5,0,0,0,5,13
2779,0,<5,579,11,138,7,41,0,167,357,277,260,59,117,15,59,<5,908,31,<5,0,<5,0,0,<5,10,36
2780,13,6,"2,088",35,334,8,150,<5,856,894,717,910,223,596,50,163,0,"3,561",244,10,0,12,0,<5,<5,58,78
2782,0,<5,"1,091",17,137,<5,53,0,205,359,272,268,59,136,21,55,0,"1,483",160,0,<5,7,0,<5,<5,10,19
2783,0,0,329,<5,66,<5,29,<5,101,188,144,165,34,107,6,31,0,545,29,<5,0,6,0,0,<5,9,9
2784,0,0,149,<5,30,<5,16,0,44,93,72,55,19,29,<5,11,0,236,11,0,0,<5,0,0,0,5,11
2785,<5,0,799,<5,154,<5,63,0,202,303,235,242,38,153,18,58,0,"1,215",101,<5,<5,5,0,0,<5,9,6
2786,0,0,185,<5,28,<5,14,0,68,92,75,80,12,55,8,13,0,311,15,0,0,0,0,<5,<5,8,<5
2787,0,<5,641,<5,107,7,54,0,176,311,252,238,42,145,16,62,<5,"1,004",82,<5,0,6,0,0,<5,22,10
2790,<5,11,"2,665",11,563,10,268,0,940,"1,035",882,"1,096",156,771,77,272,5,"4,485",169,7,0,15,0,<5,5,119,56
2791,0,0,89,0,8,0,<5,0,10,20,12,17,<5,8,<5,<5,0,107,6,0,0,0,0,<5,0,<5,<5
2792,0,0,65,<5,14,0,7,0,15,23,16,17,<5,16,<5,<5,0,96,8,0,0,<5,0,0,0,<5,0
2793,<5,<5,196,0,47,0,28,0,82,61,47,80,13,70,<5,10,<5,350,14,0,0,<5,0,<5,0,10,<5
2794,15,35,"1,875",8,412,11,207,<5,652,878,667,745,108,481,49,207,<5,"3,188",196,<5,0,10,0,<5,<5,77,36
2795,40,84,"4,794",82,"1,091",45,473,0,"1,730","2,955","2,325","2,612",773,"1,243",178,711,<5,"8,328",535,12,<5,17,0,<5,<5,259,600
2797,0,0,67,0,15,0,7,0,17,26,21,24,<5,16,<5,5,0,108,12,0,0,0,0,0,<5,<5,0
2798,0,0,176,<5,42,<5,15,0,38,97,73,70,15,25,5,20,0,263,54,0,0,0,0,0,<5,<5,<5
2799,<5,<5,524,<5,117,6,43,0,171,326,246,254,40,156,11,68,0,889,58,<5,0,<5,0,<5,<5,28,12
2800,21,102,"5,144",58,"1,136",47,435,0,"2,095","3,133","2,504","2,403",451,"1,336",156,819,5,"9,208",542,12,9,21,<5,10,10,294,224
2803,0,0,55,0,16,0,6,0,9,17,16,16,0,10,<5,5,0,81,<5,0,0,<5,0,0,0,<5,0
2804,0,<5,473,<5,79,<5,32,0,138,198,143,142,22,95,10,38,<5,739,43,<5,0,5,0,<5,<5,23,6
2805,0,0,75,0,18,0,5,0,25,37,22,19,<5,14,<5,8,0,120,7,0,0,<5,0,0,0,<5,0
2806,<5,0,158,0,27,<5,13,0,32,53,42,39,<5,25,<5,15,0,226,9,0,0,0,0,0,0,<5,0
2807,0,<5,80,0,25,0,16,0,46,30,25,33,6,22,<5,6,<5,160,6,0,0,0,0,<5,0,6,<5
2808,0,0,44,<5,12,0,8,0,15,13,10,12,<5,6,0,<5,0,72,0,0,0,0,0,0,0,<5,0
2809,0,0,33,0,11,0,6,0,26,16,11,18,<5,11,6,<5,0,75,7,0,0,<5,0,0,0,<5,<5
2810,0,0,632,<5,121,<5,69,0,176,202,135,153,30,96,12,27,0,960,81,<5,0,<5,0,0,<5,13,7
2817,0,0,30,0,<5,0,<5,0,7,21,14,17,0,7,<5,<5,0,43,6,0,0,0,0,0,0,<5,0
2818,0,0,89,0,28,<5,9,0,23,69,47,38,<5,22,5,6,0,135,17,0,0,0,0,0,0,0,<5
2820,15,72,"1,133",6,280,8,150,0,437,634,514,591,58,455,43,201,<5,"2,126",87,<5,<5,6,0,<5,<5,75,16
2821,10,58,648,<5,119,<5,46,0,176,426,344,353,28,253,18,135,0,"1,112",76,0,0,<5,0,<5,<5,32,10
2822,0,0,60,<5,8,<5,<5,0,18,30,22,28,8,18,0,8,<5,95,7,0,0,0,0,0,<5,0,<5
2823,<5,9,198,0,32,0,18,0,51,100,85,79,12,50,<5,25,0,320,29,0,0,<5,0,<5,0,7,<5
2824,<5,13,314,0,67,<5,29,0,87,177,134,161,10,130,5,52,0,529,50,0,0,<5,0,0,0,24,<5
2825,6,19,335,<5,39,<5,14,<5,71,173,135,154,18,90,8,52,0,501,41,<5,0,<5,0,0,0,14,<5
2826,0,<5,9,0,6,0,<5,0,5,15,10,15,<5,9,<5,<5,0,21,9,0,0,<5,0,0,0,0,<5
2827,5,26,616,<5,126,<5,70,<5,209,349,264,302,27,186,19,95,0,"1,072",64,<5,0,<5,0,<5,0,34,5
2828,<5,6,87,0,40,<5,33,0,65,71,60,93,9,69,<5,32,0,245,7,0,0,0,0,0,<5,8,<5
2829,6,68,378,0,139,<5,89,0,174,307,265,297,19,211,10,119,0,842,48,0,0,<5,0,0,<5,37,7
2830,69,192,"4,422",25,"1,114",28,483,<5,"1,633","3,271","2,639","2,529",367,"1,462",153,916,6,"8,101",395,13,<5,18,0,<5,8,337,122
2831,<5,<5,176,0,47,<5,26,0,83,144,108,140,14,82,9,26,0,352,33,<5,0,<5,0,<5,<5,13,5
2832,12,38,209,0,121,<5,94,0,199,309,274,337,21,240,<5,131,0,706,18,<5,0,<5,0,0,<5,52,7
2833,<5,15,75,0,27,<5,18,0,47,83,69,95,<5,79,<5,37,0,213,<5,0,0,0,0,0,<5,9,<5
2834,<5,32,581,<5,186,<5,128,0,369,216,186,307,18,265,19,67,<5,"1,237",17,<5,<5,5,0,<5,<5,28,<5
2835,5,10,409,<5,65,<5,28,<5,126,217,182,131,6,106,8,69,0,681,35,<5,0,<5,0,0,0,10,<5
2836,0,17,79,0,27,0,19,0,63,101,91,122,<5,102,5,36,<5,230,<5,0,0,0,0,0,0,18,<5
2838,<5,9,21,0,12,0,12,0,26,29,26,29,<5,25,<5,13,0,78,<5,0,0,0,0,0,0,<5,0
2839,7,22,90,0,47,0,34,0,114,148,131,152,7,131,<5,70,0,352,12,<5,0,0,0,0,0,15,<5
2840,12,46,252,<5,72,<5,47,0,126,291,246,284,18,186,12,118,0,592,12,0,0,<5,0,<5,0,37,<5
2842,0,<5,122,0,37,0,22,0,43,58,40,58,11,35,<5,10,0,215,8,0,0,<5,0,0,0,<5,6
2843,0,<5,203,<5,48,0,30,0,47,108,75,88,9,57,5,16,0,320,34,0,0,<5,0,0,0,<5,<5
2844,<5,<5,254,0,31,<5,12,0,59,103,75,97,16,58,8,19,0,367,39,<5,0,<5,0,0,0,10,0
2845,0,<5,251,<5,63,5,31,0,127,150,122,146,28,104,11,41,<5,503,9,0,0,<5,0,0,5,9,13
2846,0,0,51,0,<5,0,<5,0,13,14,11,17,<5,15,<5,<5,0,75,6,0,0,0,0,0,<5,0,0
2847,0,6,442,<5,120,<5,55,0,147,169,131,164,23,113,12,41,<5,748,11,<5,0,6,0,<5,<5,13,9
2848,<5,<5,364,5,104,6,62,0,165,144,113,151,19,117,11,37,<5,684,7,<5,0,0,0,<5,<5,12,<5
2849,<5,<5,293,<5,59,<5,35,0,66,96,78,84,16,52,9,23,0,442,24,<5,0,<5,0,0,0,<5,<5
2850,<5,22,"2,170",16,456,18,218,<5,718,"1,140",883,"1,020",143,625,71,231,<5,"3,659",259,7,0,13,0,7,7,111,34
2852,<5,<5,484,<5,120,0,66,<5,157,262,212,247,45,136,16,62,0,841,48,0,0,5,0,<5,<5,23,11
2864,0,<5,116,<5,25,0,9,0,20,57,39,33,7,8,<5,6,<5,162,16,0,0,<5,0,0,0,<5,<5
2865,0,<5,126,<5,23,<5,12,0,24,63,45,52,10,27,<5,12,0,195,12,<5,0,0,0,0,0,6,<5
2866,0,<5,412,<5,87,<5,35,0,80,214,149,118,21,63,14,38,<5,614,44,0,0,0,0,0,0,7,10
2867,<5,<5,76,<5,22,<5,12,0,35,49,38,33,<5,17,6,12,0,145,19,0,0,<5,0,<5,0,<5,<5
2868,0,<5,94,<5,23,<5,14,0,33,67,49,44,6,34,5,8,0,168,15,0,0,<5,0,0,<5,<5,0
2869,<5,13,234,0,62,<5,35,0,115,118,104,134,23,94,6,31,<5,456,25,0,0,<5,0,<5,<5,17,<5
2870,6,41,"1,582",6,461,13,183,<5,580,959,755,824,134,484,60,240,<5,"2,819",186,<5,0,9,0,<5,5,107,52
2871,14,23,"1,414",<5,270,<5,112,0,428,706,531,535,93,304,32,170,<5,"2,279",148,5,0,<5,0,6,<5,49,23
2873,0,0,116,0,20,0,10,0,32,44,25,27,<5,21,5,<5,0,169,16,0,0,0,0,0,0,<5,<5
2874,0,0,48,0,5,<5,<5,0,22,34,20,28,<5,18,6,<5,<5,86,21,0,0,<5,0,0,0,<5,0
2875,0,<5,118,0,35,0,16,0,56,64,45,72,10,49,5,16,0,235,15,0,0,0,0,<5,<5,9,6
2876,<5,0,51,0,17,<5,10,0,28,44,32,32,<5,22,<5,5,0,103,14,0,0,0,0,<5,0,<5,<5
2877,<5,45,473,0,118,<5,57,0,199,371,302,298,31,175,24,105,<5,914,55,0,0,<5,0,<5,<5,36,9
2878,0,0,22,0,5,0,<5,0,16,18,11,26,5,15,<5,<5,0,44,9,0,0,0,0,<5,0,5,<5
2879,<5,8,110,0,24,<5,14,0,52,56,49,75,<5,70,5,16,<5,229,<5,0,0,0,0,<5,<5,5,<5
2880,24,65,"3,112",22,758,18,361,<5,"1,344","1,461","1,244","1,342",139,"1,084",82,430,6,"5,823",118,5,0,15,0,19,19,194,30
2898,0,0,32,<5,5,0,<5,0,<5,16,12,8,0,<5,<5,<5,0,38,14,0,0,0,0,0,0,<5,0
2899,0,0,234,<5,23,0,6,0,8,122,76,57,<5,17,5,9,0,263,28,0,0,0,0,0,0,<5,<5
2900,0,<5,165,<5,23,<5,7,0,40,70,63,54,14,27,<5,12,0,234,31,<5,0,0,0,0,0,<5,5
2901,0,0,0,0,0,0,0,0,<5,<5,<5,6,0,6,0,0,0,6,0,0,0,0,0,0,0,<5,0
2902,<5,8,"1,307",15,307,<5,86,<5,409,730,619,581,124,310,35,163,<5,"2,119",242,5,<5,<5,0,<5,<5,36,46
2903,<5,<5,704,7,164,6,43,0,261,443,356,344,77,175,15,93,0,"1,192",133,<5,0,<5,0,<5,<5,35,25
2904,<5,<5,"1,027",6,216,5,48,0,189,445,362,350,88,132,17,71,<5,"1,383",219,5,0,<5,0,0,<5,11,42
2905,<5,20,"1,772",26,534,28,141,0,665,"1,651","1,333","1,143",218,490,61,339,<5,"3,174",152,12,0,<5,0,<5,7,85,92
2906,<5,8,"1,108",9,371,14,84,<5,366,986,809,667,147,255,34,189,<5,"1,872",105,<5,0,6,0,<5,<5,40,60
2911,0,<5,83,<5,27,<5,10,0,29,146,120,85,27,27,<5,9,0,142,20,0,0,<5,0,0,0,<5,24
2912,<5,<5,173,7,85,<5,16,0,100,302,227,261,65,85,18,39,0,352,35,0,<5,0,0,0,0,20,33
2913,<5,15,"1,513",32,468,25,118,<5,510,"1,741","1,408","1,205",297,425,83,248,<5,"2,558",224,<5,6,<5,0,<5,<5,55,137
2914,<5,<5,558,23,321,13,55,<5,218,"1,384","1,046",863,185,216,71,154,0,"1,073",90,<5,7,5,0,0,<5,51,93
3000,7,<5,370,58,83,<5,37,0,384,431,381,"1,183",552,577,24,47,0,965,101,<5,8,6,0,0,0,69,312
3001,0,0,8,0,0,0,0,0,11,20,20,16,<5,11,0,11,0,35,<5,0,5,0,0,0,0,0,0
3002,0,0,203,13,24,0,6,0,52,40,36,125,80,48,<5,7,0,278,103,<5,0,0,0,0,0,<5,31
3003,<5,<5,104,21,35,<5,12,0,138,99,80,257,139,124,7,12,0,304,30,<5,0,0,0,0,0,10,58
3004,<5,0,389,17,33,<5,13,0,108,108,93,204,96,84,9,10,0,556,189,0,<5,5,0,0,0,12,50
3006,0,<5,243,23,36,0,8,0,70,190,169,392,172,182,10,21,0,403,133,<5,<5,9,0,0,0,14,101
3008,<5,0,144,11,41,0,<5,0,74,135,126,246,101,99,6,17,0,261,74,0,0,<5,0,0,0,8,30
3011,10,<5,"1,512",129,378,5,180,0,751,870,710,"1,958",872,"1,121",74,125,<5,"3,026",67,10,17,22,0,5,<5,106,386
3012,<5,<5,"2,077",89,660,16,279,<5,831,"1,448","1,159","2,057",762,"1,081",103,201,<5,"3,906",102,6,14,39,0,7,<5,85,309
3013,0,0,"1,227",43,328,6,92,<5,299,498,391,713,304,325,16,62,<5,"1,859",77,6,0,9,0,<5,0,29,127
3015,<5,0,"1,330",32,377,9,119,0,334,592,470,799,310,335,36,66,<5,"1,993",115,<5,0,9,0,<5,<5,27,124
3016,0,<5,"1,318",19,311,10,79,<5,379,456,374,662,245,328,16,80,<5,"2,038",286,<5,<5,11,0,<5,<5,21,86
3018,<5,0,"1,771",19,327,7,116,0,367,526,437,670,243,333,23,75,<5,"2,509",218,<5,0,13,0,<5,<5,27,68
3019,<5,0,768,25,330,9,220,<5,469,828,709,"1,218",409,703,124,138,<5,"1,978",9,0,<5,24,0,0,0,66,176
3020,6,<5,"5,400",142,"1,707",35,826,<5,"1,540","3,808","3,081","4,790","1,475","2,750",409,618,16,"9,802",247,20,44,54,0,25,16,241,559
3021,<5,8,"6,965",133,"2,907",71,"1,502",5,"2,546","5,464","4,522","6,547","2,056","3,600",486,965,26,"13,850",166,18,48,99,0,50,38,338,793
3022,0,0,481,10,147,<5,71,<5,157,339,275,415,128,228,27,56,0,877,22,0,<5,6,0,<5,<5,17,47
3023,<5,<5,"3,985",85,"2,126",97,957,8,"1,436","5,834","4,536","5,421","1,561","2,351",449,767,8,"8,361",184,20,23,73,0,20,25,264,623
3024,<5,12,"1,149",38,745,32,338,<5,585,"2,683","2,208","2,180",598,806,179,449,0,"2,972",57,10,6,18,0,<5,<5,122,206
3025,0,<5,"2,134",16,513,14,228,0,383,856,696,903,296,448,113,115,<5,"3,123",128,5,0,9,0,5,<5,43,128
3026,0,0,13,0,<5,0,<5,0,12,7,5,17,<5,21,0,<5,0,38,0,0,0,0,0,0,0,<5,0
3027,<5,0,79,11,86,6,32,0,34,460,357,385,92,116,26,59,0,250,8,0,0,7,0,0,0,16,35
3028,<5,<5,"2,879",60,"1,020",26,480,<5,994,"2,123","1,716","2,342",718,"1,219",163,303,7,"5,263",118,10,11,27,0,9,10,113,194
3029,7,10,"4,874",142,"2,303",81,978,20,"1,728","9,535","7,589","7,716","2,049","2,545",790,"1,142",7,"9,967",284,22,28,59,0,13,14,316,646
3030,11,15,"5,837",157,"2,560",91,972,13,"2,205","8,360","6,721","7,676","2,117","3,160",652,"1,189",10,"11,779",482,32,18,79,0,15,18,361,661
3031,5,<5,"1,228",73,352,9,188,<5,748,848,739,"1,455",622,789,80,176,<5,"2,710",90,5,12,18,0,<5,0,77,313
3032,<5,<5,"1,796",99,582,13,196,<5,686,"1,158",949,"1,952",862,932,90,190,5,"3,261",234,13,12,19,0,<5,<5,59,405
3033,0,0,"2,502",21,571,8,196,0,317,680,466,774,314,305,22,70,<5,"3,212",249,5,<5,7,0,<5,0,22,115
3034,0,<5,"2,227",16,546,7,181,0,305,553,409,661,261,296,28,56,<5,"2,895",218,<5,<5,16,0,7,<5,21,87
3036,0,0,775,<5,193,5,47,0,79,233,155,278,104,96,6,23,0,970,160,<5,<5,<5,0,<5,0,5,24
3037,<5,<5,"3,347",65,"1,824",71,766,<5,"1,224","4,148","2,995","3,935","1,330","1,478",256,462,12,"6,591",114,19,21,60,0,17,17,159,543
3038,0,<5,"3,002",44,"1,248",31,457,<5,733,"1,514","1,078","1,917",802,812,91,189,<5,"4,782",188,12,9,29,0,18,11,73,286
3039,0,0,"1,417",35,322,6,68,0,269,361,286,604,296,262,14,38,<5,"1,912",205,<5,<5,6,0,<5,0,31,130
3040,<5,5,"2,047",43,483,14,130,<5,426,767,567,"1,102",496,426,31,82,0,"2,848",443,<5,<5,6,0,0,<5,34,191
3041,0,0,"1,075",11,291,5,73,<5,211,396,288,539,216,185,10,25,0,"1,470",238,<5,<5,<5,0,<5,<5,20,77
3042,0,<5,"2,467",26,621,10,207,0,349,734,568,813,301,398,25,91,<5,"3,303",186,<5,0,12,0,<5,<5,33,84
3043,<5,<5,"2,804",27,829,16,371,0,578,"1,230",965,"1,361",443,701,82,163,<5,"4,256",195,6,<5,17,0,8,8,74,151
3044,<5,<5,"2,930",50,839,27,268,0,617,"1,284",961,"1,473",560,632,53,129,<5,"4,239",256,6,<5,10,0,9,7,66,221
3045,0,0,<5,0,<5,0,<5,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
3046,7,<5,"4,406",45,"1,399",40,659,<5,"1,360","2,510","2,036","2,636",769,"1,191",255,288,<5,"7,288",232,13,11,24,0,12,8,137,331
3047,<5,<5,"2,200",51,"1,429",50,998,<5,"1,509","2,478","2,074","3,099",606,"1,824",416,384,6,"5,852",29,11,17,22,0,12,13,208,280
3048,<5,5,"1,790",31,"1,466",36,"1,047",<5,"1,347","2,301","1,895","2,884",717,"1,593",371,307,5,"5,147",6,9,10,22,0,27,11,200,353
3049,<5,<5,985,<5,388,12,169,0,291,638,498,640,207,333,29,97,<5,"1,704",61,<5,<5,12,0,8,<5,41,88
3051,<5,0,675,73,154,<5,87,<5,491,487,423,"1,176",580,661,53,110,<5,"1,632",89,<5,11,15,0,<5,<5,28,342
3052,33,5,266,38,41,<5,17,0,101,111,93,547,421,127,11,12,0,427,85,0,0,<5,0,0,0,13,342
3053,9,0,566,85,153,<5,88,<5,401,406,353,"1,087",616,461,52,99,0,"1,347",126,0,<5,15,0,<5,0,51,392
3054,<5,0,474,67,84,0,33,<5,125,180,150,529,336,194,9,36,0,749,202,<5,0,<5,0,<5,<5,15,168
3055,<5,0,"1,246",80,371,8,126,0,447,465,364,"1,013",517,495,26,61,0,"2,087",90,<5,<5,5,0,9,6,50,212
3056,8,0,"1,934",181,554,<5,213,<5,699,594,489,"1,675",893,819,27,71,<5,"3,184",136,9,5,10,0,9,<5,68,437
3057,<5,0,802,100,200,<5,56,<5,247,279,232,776,445,330,20,32,0,"1,240",62,<5,0,7,0,0,<5,16,201
3058,9,7,"3,772",153,"1,233",22,456,0,"1,174","1,537","1,189","2,487","1,097","1,194",105,170,<5,"6,057",247,11,<5,22,0,18,<5,88,424
3059,0,<5,"1,003",20,609,18,291,0,357,954,672,980,374,319,76,83,<5,"1,902",93,<5,<5,<5,0,<5,<5,34,148
3060,0,<5,"2,140",17,731,23,324,0,500,"1,247","1,002","1,278",343,479,178,103,<5,"3,324",99,5,<5,13,0,13,7,61,116
3061,<5,<5,848,7,479,8,326,0,352,520,424,680,155,364,98,49,<5,"1,728",24,<5,<5,6,0,7,0,38,71
3062,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,0,0,40,0,18,<5,12,0,15,26,16,29,8,20,<5,0,0,73,10,0,0,0,0,0,0,<5,<5
3064,6,8,"3,471",100,"3,430",111,"2,310",<5,"2,519","8,840","6,944","7,955","1,758","3,422","1,024",968,13,"10,745",128,30,19,58,0,18,15,496,766
3065,5,<5,590,64,182,<5,103,0,486,451,398,851,335,523,62,127,<5,"1,525",96,<5,5,9,0,0,<5,40,138
3066,5,<5,375,55,122,5,65,<5,418,428,398,734,275,470,46,138,<5,"1,192",27,<5,8,<5,0,0,0,53,111
3067,<5,<5,405,41,87,0,32,0,190,130,106,397,206,204,7,12,0,726,63,<5,<5,<5,0,0,0,13,91
3068,<5,<5,"1,298",105,286,9,99,<5,517,404,327,921,477,456,15,61,<5,"2,169",255,5,7,14,0,<5,<5,30,228
3070,6,<5,"2,177",110,614,5,178,0,587,667,511,"1,382",701,642,30,77,0,"3,278",224,7,5,13,0,5,7,30,285
3071,<5,<5,"1,853",90,464,8,137,0,618,702,525,"1,189",547,583,37,96,<5,"2,930",132,12,<5,10,0,11,<5,35,244
3072,10,10,"3,438",177,"1,087",21,408,<5,"1,405","1,673","1,276","2,634","1,153","1,338",109,199,<5,"6,040",213,14,10,16,0,18,5,104,444
3073,12,5,"7,106",150,"2,018",45,832,<5,"2,303","3,240","2,636","3,771","1,320","1,953",241,451,9,"11,665",385,16,10,34,0,31,9,190,468
3074,5,<5,"3,664",35,"1,437",15,659,<5,"1,224","1,724","1,389","2,026",675,"1,022",172,227,12,"6,319",107,12,16,16,0,27,12,129,252
3075,0,<5,"3,478",26,"1,514",22,706,<5,"1,230","2,031","1,609","2,105",628,"1,062",203,280,10,"6,237",150,8,24,17,0,21,9,109,250
