LGA,LGA name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
41750,Elliston (DC),0,0,106,<5,22,<5,9,14,53,78,56,71,11,43,5,6,0,202,<5,0,<5,0,0,<5,0,<5
41830,Flinders Ranges (DC),<5,<5,294,<5,52,0,26,21,79,91,76,99,15,95,<5,17,<5,460,<5,0,<5,0,0,<5,<5,6
41960,Franklin Harbour (DC),0,<5,243,0,42,<5,15,16,35,55,40,43,8,36,6,8,<5,332,0,0,<5,0,<5,<5,<5,0
42030,Gawler (T),7,8,"3,492",41,823,33,314,176,"1,070","1,928","1,585","1,676",364,"1,061",90,422,<5,"5,876",13,0,13,0,7,10,183,173
42110,Goyder (DC),<5,0,681,<5,138,7,69,80,280,330,223,313,44,203,26,33,<5,"1,161",<5,0,<5,0,<5,7,20,9
42250,Grant (DC),0,<5,710,<5,162,5,62,139,207,457,275,321,72,179,22,40,<5,"1,113",<5,0,<5,0,0,5,21,26
42600,Holdfast Bay (C),11,7,"4,998",81,535,12,160,855,"1,014","1,275","1,023","1,549",527,889,47,197,6,"6,779",13,5,18,0,6,0,85,286
42750,Kangaroo Island (DC),<5,<5,649,<5,113,<5,42,101,165,349,225,300,46,198,15,35,<5,992,0,0,5,0,<5,<5,14,10
43080,Karoonda East Murray (DC),0,0,190,<5,36,<5,22,17,55,95,66,101,13,52,14,6,<5,295,0,0,<5,0,0,0,<5,0
43220,Kimba (DC),0,0,136,<5,11,0,7,19,12,48,32,32,<5,17,<5,<5,0,166,0,0,0,0,0,0,<5,<5
43360,Kingston (DC),0,<5,425,0,44,<5,14,63,78,138,101,91,19,66,5,17,0,570,<5,0,<5,0,0,<5,<5,<5
43650,Light (RegC),<5,<5,"1,245",20,386,18,136,154,372,970,648,768,162,365,25,96,0,"2,049",8,0,10,0,<5,5,49,77
43710,Lower Eyre Peninsula (DC),<5,<5,525,<5,113,5,49,111,113,333,232,235,50,125,14,45,<5,804,<5,0,<5,0,<5,0,17,6
43790,Loxton Waikerie (DC),<5,7,"1,957",5,360,10,149,167,548,890,627,749,125,463,65,141,5,"3,035",6,<5,<5,0,<5,<5,67,42
43920,Mallala (DC),<5,6,828,14,313,14,123,64,376,648,452,554,92,331,27,93,<5,"1,621",6,0,7,0,<5,6,40,28
44000,Maralinga Tjarutja (AC),0,0,<5,0,<5,0,<5,0,5,12,11,44,<5,35,<5,<5,0,13,0,0,0,0,0,0,10,0
44060,Marion (C),28,27,"11,542",218,"2,208",69,864,832,"3,691","5,264","3,992","5,846","1,849","3,275",318,723,18,"18,414",28,21,54,0,34,23,391,"1,032"
44210,Mid Murray (DC),0,<5,"1,638",8,333,6,155,116,554,596,450,596,117,470,34,110,<5,"2,736",<5,0,8,0,6,7,37,26
44340,Mitcham (C),21,<5,"7,601",177,"1,087",31,245,"1,364","1,213","2,412","1,771","2,877","1,090","1,306",93,253,6,"9,910",12,7,25,0,8,6,129,654
44550,Mount Barker (DC),<5,11,"3,535",71,725,40,249,349,864,"2,362","1,732","1,924",506,924,117,284,<5,"5,428",8,0,17,0,8,6,132,203
44620,Mount Gambier (C),8,9,"3,742",31,752,24,333,256,"1,342","2,322","1,803","1,992",433,"1,256",155,464,<5,"6,521",10,<5,23,0,7,7,178,138
44830,Mount Remarkable (DC),0,<5,502,<5,80,<5,43,49,131,166,105,168,39,113,12,17,0,750,<5,0,<5,0,<5,<5,10,<5
45040,Murray Bridge (RC),16,30,"3,240",30,725,23,360,230,"1,183","1,900","1,474","1,792",332,"1,224",144,393,<5,"5,789",8,<5,19,0,10,11,196,94
45090,Naracoorte and Lucindale (DC),0,<5,960,7,126,6,52,177,192,617,424,458,65,272,32,70,0,"1,392",0,<5,5,0,0,<5,27,20
45120,Northern Areas (DC),0,<5,703,5,133,<5,64,77,222,266,187,232,41,147,15,35,<5,"1,108",<5,0,5,0,<5,<5,15,10
45290,Norwood Payneham St Peters (C),11,5,"4,468",108,627,19,161,575,"1,047","1,326","1,036","1,581",547,867,56,152,<5,"6,243",9,<5,21,0,5,6,78,330
45340,Onkaparinga (C),55,43,"22,100",353,"5,267",188,"2,228","1,205","7,048","14,053","10,849","12,375","2,901","7,453",822,"2,507",41,"37,825",65,10,109,0,38,54,"1,133","1,203"
45400,Orroroo/Carrieton (DC),0,0,145,0,19,0,8,24,31,48,28,51,9,24,8,<5,0,201,0,0,<5,0,<5,0,<5,<5
45540,Peterborough (DC),0,<5,360,<5,95,<5,60,24,221,153,129,178,22,170,18,36,0,773,0,0,<5,0,0,<5,19,<5
45680,Playford (C),36,66,"8,729",224,"4,179",221,"2,074",181,"5,954","10,620","8,851","10,810","1,948","6,919","1,037","2,713",18,"22,859",35,13,55,0,28,42,"1,153",836
45890,Port Adelaide Enfield (C),78,77,"14,649",258,"3,807",108,"1,765",561,"6,658","9,232","7,308","9,979","2,442","6,379",674,"1,434",21,"27,616",41,94,91,0,52,33,852,"1,226"
46090,Port Augusta (C),31,57,"1,767",6,481,16,239,70,792,"1,189","1,029","1,392",168,"1,047",112,385,<5,"3,591",<5,0,<5,0,<5,<5,181,34
46300,Port Lincoln (C),12,31,"1,992",10,389,13,159,161,662,"1,186",939,"1,073",181,738,86,272,<5,"3,453",6,<5,15,0,<5,6,91,59
46450,Port Pirie City and Dists (M),11,27,"2,976",7,790,18,364,116,"1,338","1,399","1,140","1,503",231,"1,132",108,273,10,"5,568",<5,6,22,0,5,15,208,51
46510,Prospect (C),<5,<5,"1,846",51,368,12,128,204,545,839,601,"1,038",314,526,52,74,<5,"2,789",<5,10,7,0,<5,0,59,202
46670,Renmark Paringa (DC),<5,6,"1,472",5,296,<5,147,83,449,782,551,780,100,554,64,132,<5,"2,459",<5,<5,7,0,6,5,63,32
46860,Robe (DC),0,0,166,0,20,<5,8,45,31,76,51,55,12,33,7,12,0,243,<5,0,0,0,0,0,<5,<5
46970,Roxby Downs (M),0,<5,18,<5,24,<5,6,0,19,120,107,91,6,47,<5,28,0,89,<5,0,0,0,0,0,8,<5
47140,Salisbury (C),43,61,"15,900",280,"5,169",233,"2,461",498,"6,616","13,512","10,638","13,371","2,907","8,092","1,274","2,437",40,"31,468",53,49,129,0,58,69,"1,132","1,488"
47290,Southern Mallee (DC),0,0,285,0,35,<5,20,43,79,122,76,102,9,65,8,11,<5,432,0,0,<5,0,0,<5,<5,<5
47490,Streaky Bay (DC),0,<5,260,<5,40,0,22,28,58,143,105,134,22,81,8,12,0,393,<5,0,0,0,0,<5,<5,<5
47630,Tatiara (DC),0,0,714,<5,89,<5,37,131,146,490,299,326,52,146,23,44,<5,"1,026",<5,0,5,0,<5,<5,11,21
47700,Tea Tree Gully (C),19,22,"13,640",145,"2,486",103,820,847,"2,683","6,311","4,671","5,349","1,362","2,715",281,812,19,"19,396",27,23,60,0,17,19,391,611
47800,The Coorong (DC),<5,6,857,<5,179,6,94,96,285,459,330,378,46,277,32,84,<5,"1,457",<5,0,6,0,<5,<5,29,11
47910,Tumby Bay (DC),<5,0,508,<5,86,<5,43,52,86,147,100,127,35,72,8,17,0,697,<5,<5,<5,0,0,<5,6,8
47980,Unley (C),<5,5,"3,750",121,532,21,132,769,806,"1,136",876,"1,469",556,692,49,128,<5,"5,105",5,<5,16,0,5,<5,53,347
48050,Victor Harbor (C),<5,5,"4,388",22,549,7,235,415,800,988,725,894,208,559,73,152,8,"5,929",0,0,16,0,9,5,88,39
48130,Wakefield (DC),0,<5,905,<5,271,<5,132,98,383,565,423,460,63,294,46,101,<5,"1,687",<5,0,<5,0,<5,7,44,9
48260,Walkerville (M),<5,<5,756,9,93,<5,25,215,178,183,146,281,108,156,12,19,0,"1,039",<5,0,7,0,0,0,19,60
48340,Wattle Range (DC),<5,<5,"1,660",9,322,7,152,188,542,827,602,759,185,516,61,128,6,"2,778",6,<5,11,0,5,6,53,51
48410,West Torrens (C),17,20,"7,641",178,"1,408",41,475,639,"1,970","2,914","2,195","3,532","1,163","1,922",157,307,8,"11,284",23,12,25,0,15,5,180,686
48540,Whyalla (C),14,23,"3,030",24,900,31,460,114,"1,283","1,718","1,513","2,048",259,"1,681",105,519,7,"6,047",7,<5,17,0,10,6,285,73
48640,Wudinna (DC),0,0,150,0,13,0,<5,12,29,90,56,47,5,25,9,8,0,201,0,0,<5,0,0,0,<5,0
48750,Yankalilla (DC),<5,0,"1,090",5,156,<5,70,104,298,329,227,285,69,239,20,50,<5,"1,649",<5,0,9,0,<5,<5,16,7
48830,Yorke Peninsula (DC),5,11,"2,602",<5,452,5,221,227,603,620,437,649,138,495,38,89,12,"3,796",0,<5,8,0,7,13,44,13
49399,Unincorporated SA,7,16,273,0,68,<5,38,13,148,196,160,313,13,282,30,34,0,577,<5,0,<5,0,<5,0,17,<5
50080,Albany (C),9,39,"5,024",37,887,23,369,764,"1,455","2,519","1,983","2,174",410,"1,248",143,460,8,"7,850",15,<5,23,0,9,19,221,98
50210,Armadale (C),31,49,"6,578",107,"1,560",62,602,438,"1,965","6,346","5,398","5,910",943,"3,642",403,"1,355",8,"11,849",33,8,44,0,17,25,572,323
50250,Ashburton (S),<5,5,45,0,33,0,5,<5,44,143,124,202,13,128,24,34,0,157,<5,0,0,0,0,0,16,<5
50280,Augusta-Margaret River (S),0,5,"1,226",11,157,7,59,283,304,"1,085",826,800,158,480,64,150,<5,"1,963",10,0,13,0,<5,<5,29,31
50350,Bassendean (T),<5,10,"1,726",23,276,8,89,103,496,867,745,928,208,566,46,193,<5,"2,708",5,0,9,0,8,<5,90,70
50420,Bayswater (C),14,32,"7,167",108,"1,035",21,397,622,"1,430","3,136","2,557","3,728",925,"2,235",176,492,7,"10,244",15,14,41,0,20,9,242,390
50490,Belmont (C),20,42,"3,816",61,635,17,283,240,"1,075","2,208","1,897","2,550",502,"1,569",164,415,<5,"6,109",13,20,28,0,<5,5,207,204
50560,Beverley (S),0,<5,309,0,64,0,33,44,94,94,76,93,19,58,5,19,<5,482,<5,0,<5,0,0,<5,5,<5
50630,Boddington (S),<5,<5,126,0,28,0,17,26,46,86,79,70,6,52,<5,32,0,235,0,0,0,0,0,0,5,<5
50770,Boyup Brook (S),0,0,195,<5,39,0,16,63,59,111,81,79,13,55,0,13,0,318,<5,0,<5,0,<5,<5,7,<5
50840,Bridgetown-Greenbushes (S),0,<5,755,<5,99,<5,34,89,172,286,224,282,70,175,17,43,<5,"1,088",<5,0,7,0,0,<5,14,12
50910,Brookton (S),<5,5,137,0,22,<5,14,23,44,64,55,77,12,43,9,17,<5,228,0,0,<5,0,0,<5,9,<5
50980,Broome (S),20,194,573,8,256,6,143,31,890,"1,324","1,163","1,498",101,"1,042",136,433,0,"2,258",5,0,6,0,<5,<5,148,5
51080,Broomehill-Tambellup (S),0,5,91,0,33,0,21,10,50,108,86,85,<5,53,5,21,0,204,0,0,<5,0,<5,0,5,<5
51120,Bruce Rock (S),<5,0,115,0,16,<5,7,14,37,48,38,45,5,31,<5,8,<5,180,0,0,0,0,0,0,6,<5
51190,Bunbury (C),7,61,"4,246",44,739,24,344,396,"1,254","2,303","1,987","2,530",483,"1,731",142,627,5,"7,190",25,<5,31,0,12,<5,284,98
51260,Busselton (C),<5,24,"4,818",29,622,14,220,797,892,"2,385","1,865","1,989",415,"1,223",130,408,5,"6,921",9,5,20,0,5,<5,186,91
51310,Cambridge (T),<5,<5,"1,624",22,223,10,34,806,199,378,307,572,201,235,17,37,0,"1,958",<5,0,<5,0,<5,0,20,108
51330,Canning (C),24,26,"8,087",141,"1,252",34,419,"1,028","1,522","4,576","3,548","5,148","1,484","2,295",261,563,10,"11,294",13,35,57,0,<5,12,318,714
51400,Capel (S),<5,20,"1,309",19,321,10,133,169,319,"1,156",950,937,195,517,42,229,<5,"2,232",<5,<5,10,0,<5,<5,86,39
51470,Carnamah (S),0,<5,72,0,9,0,<5,<5,16,40,29,31,0,30,<5,6,0,110,0,0,<5,0,0,0,0,0
51540,Carnarvon (S),8,63,491,<5,110,<5,68,39,238,478,405,565,30,422,39,149,<5,"1,074",<5,<5,<5,0,<5,<5,70,5
51610,Chapman Valley (S),<5,<5,96,0,29,<5,15,18,17,70,43,61,8,31,<5,11,0,147,0,0,0,0,0,<5,0,0
51680,Chittering (S),0,<5,540,<5,111,8,34,80,89,244,179,224,54,110,6,36,<5,746,0,<5,<5,0,<5,<5,13,11
51750,Claremont (T),0,5,652,14,66,0,14,373,170,148,122,205,75,90,<5,16,0,876,<5,0,5,0,0,0,8,55
51820,Cockburn (C),20,68,"8,637",127,"1,925",75,595,752,"2,211","5,529","4,543","5,556","1,206","3,206",262,995,12,"13,639",33,15,46,0,25,29,411,499
51890,Collie (S),5,13,"1,188",<5,279,10,125,75,423,584,506,672,92,502,30,197,6,"2,148",<5,0,<5,0,6,8,79,14
51960,Coolgardie (S),0,11,199,0,60,<5,32,9,100,254,233,258,26,201,21,82,<5,490,<5,0,<5,0,0,<5,22,<5
52030,Coorow (S),0,<5,151,0,32,0,18,29,44,47,35,71,6,53,<5,7,0,235,0,0,<5,0,0,0,<5,0
52100,Corrigin (S),0,<5,146,0,20,<5,6,17,34,56,45,51,<5,40,6,11,0,216,0,0,<5,0,<5,0,<5,<5
52170,Cottesloe (T),<5,0,383,12,43,<5,6,284,50,87,74,138,45,59,<5,10,0,464,0,0,<5,0,0,0,<5,32
52240,Cranbrook (S),0,<5,140,0,31,0,17,17,39,86,60,53,10,32,<5,7,0,219,0,0,<5,0,0,0,<5,<5
52310,Cuballing (S),0,0,113,0,22,0,9,18,31,39,24,40,9,20,<5,6,0,168,0,0,<5,0,<5,<5,0,0
52380,Cue (S),0,<5,34,0,6,0,5,0,16,16,15,27,<5,23,<5,6,0,67,0,0,<5,0,0,0,<5,0
52450,Cunderdin (S),0,<5,134,<5,28,0,7,16,43,78,69,60,8,43,<5,13,<5,215,0,0,<5,0,<5,0,<5,<5
52520,Dalwallinu (S),0,<5,88,0,24,0,9,26,31,80,65,56,5,35,<5,15,0,159,0,0,0,0,0,0,<5,<5
52590,Dandaragan (S),<5,6,449,0,45,<5,25,72,66,170,122,135,25,95,<5,36,<5,610,<5,0,<5,0,<5,<5,10,<5
52660,Dardanup (S),<5,10,"1,548",8,284,<5,102,126,254,908,745,719,169,410,38,200,<5,"2,311",<5,<5,11,0,<5,<5,48,34
52730,Denmark (S),0,<5,882,8,130,<5,49,190,232,460,341,354,80,219,22,62,0,"1,345",<5,<5,<5,0,<5,5,11,14
52800,Derby-West Kimberley (S),20,195,321,<5,128,0,88,8,607,991,894,"1,412",20,965,185,311,0,"1,489",<5,0,<5,0,<5,0,170,<5
52870,Donnybrook-Balingup (S),<5,<5,786,<5,113,<5,46,122,159,350,270,341,64,246,26,53,0,"1,154",<5,<5,9,0,<5,<5,19,7
52940,Dowerin (S),0,<5,94,0,14,0,7,14,18,49,35,40,9,21,<5,9,0,139,0,0,<5,0,0,<5,<5,<5
53010,Dumbleyung (S),0,<5,62,0,11,0,7,<5,12,41,30,40,<5,25,<5,<5,0,93,0,0,<5,0,0,0,<5,0
53080,Dundas (S),<5,10,103,0,19,0,13,<5,51,62,59,85,5,64,6,23,0,210,<5,0,0,0,0,0,<5,<5
53150,East Fremantle (T),0,<5,614,17,72,<5,14,173,80,159,131,259,90,138,6,23,0,776,5,0,<5,0,<5,0,12,51
53220,East Pilbara (S),<5,36,87,0,52,5,23,0,130,335,291,608,7,448,58,103,0,422,0,0,<5,0,<5,0,67,<5
53290,Esperance (S),<5,30,"1,434",5,227,6,89,222,385,919,743,730,103,445,53,179,<5,"2,283",<5,<5,<5,0,<5,<5,76,18
53360,Exmouth (S),0,0,144,<5,40,<5,13,21,51,117,87,91,7,74,<5,16,0,247,<5,0,0,0,<5,0,5,0
53430,Fremantle (C),10,14,"3,174",127,473,6,182,472,"1,117","1,103",936,"1,709",472,"1,282",47,225,<5,"5,171",<5,<5,21,<5,7,5,95,231
53570,Gingin (S),<5,0,778,<5,129,<5,64,129,153,312,236,253,38,184,17,53,0,"1,132",<5,0,<5,0,0,<5,11,7
53640,Gnowangerup (S),<5,<5,76,0,29,<5,19,13,48,99,74,88,5,63,<5,20,0,176,0,0,0,0,0,0,<5,0
53710,Goomalling (S),<5,<5,121,<5,21,0,14,21,45,66,52,66,<5,43,<5,12,<5,209,0,0,0,0,0,0,6,0
53780,Gosnells (C),28,102,"10,411",127,"2,358",81,996,608,"2,571","9,005","7,351","8,870","1,717","4,790",680,"1,500",15,"17,062",26,49,75,0,31,35,676,686
53800,Greater Geraldton (C),32,172,"3,900",33,872,15,386,385,"1,158","2,834","2,457","3,117",374,"2,138",195,835,<5,"6,964",11,<5,20,0,9,9,351,80
53920,Halls Creek (S),6,125,132,0,99,<5,75,0,356,603,550,860,14,560,115,172,0,822,<5,0,0,0,0,0,110,0
53990,Harvey (S),<5,25,"2,613",21,523,14,187,350,583,"1,624","1,338","1,396",290,858,79,345,<5,"4,100",7,0,9,0,7,6,121,58
54060,Irwin (S),<5,<5,611,<5,74,0,35,81,80,187,156,158,20,146,8,42,<5,829,0,0,<5,0,<5,<5,7,<5
54130,Jerramungup (S),0,0,89,0,12,0,<5,11,21,63,41,39,5,19,<5,6,0,127,<5,0,0,0,0,0,<5,<5
54170,Joondalup (C),13,25,"13,951",200,"2,235",79,515,"2,208","2,079","5,933","4,686","6,172","1,720","3,025",192,900,17,"18,558",37,7,48,0,12,17,355,694
54200,Kalamunda (S),16,36,"6,191",56,910,27,265,750,875,"2,992","2,433","2,632",560,"1,409",126,515,5,"8,350",15,<5,28,0,9,10,162,203
54280,Kalgoorlie/Boulder (C),11,64,"1,400",5,385,21,141,71,611,"1,685","1,489","1,578",101,"1,139",111,516,<5,"3,053",7,<5,9,0,<5,0,152,34
54310,Karratha (C),14,74,231,<5,174,<5,55,<5,239,842,757,847,33,530,72,315,0,974,<5,0,<5,0,0,0,50,9
54340,Katanning (S),<5,26,438,0,87,5,47,58,151,349,271,358,40,224,29,83,0,790,<5,0,<5,0,<5,<5,38,7
54410,Kellerberrin (S),<5,8,193,0,37,<5,22,17,73,96,80,104,9,64,6,22,0,327,<5,0,0,0,0,<5,10,0
54480,Kent (S),0,0,26,0,<5,0,<5,8,7,31,25,11,<5,7,0,<5,0,44,0,0,0,0,0,0,<5,0
54550,Kojonup (S),0,<5,220,0,22,<5,8,62,42,132,98,89,16,50,5,30,0,324,<5,0,0,0,0,<5,6,<5
54620,Kondinin (S),0,<5,57,0,9,<5,<5,18,18,51,39,44,<5,24,<5,8,0,96,0,0,0,0,0,0,0,0
54690,Koorda (S),0,0,53,0,10,0,7,11,22,24,17,23,<5,20,<5,<5,0,90,0,0,0,0,0,<5,<5,0
54760,Kulin (S),0,0,64,0,11,0,<5,15,15,45,31,36,<5,25,<5,7,0,93,0,0,0,0,0,<5,0,<5
54830,Kwinana (C),10,39,"2,704",61,774,37,330,80,"1,077","3,298","2,817","3,092",482,"1,876",191,722,7,"5,519",15,<5,22,0,15,13,288,157
54900,Lake Grace (S),0,<5,73,0,11,0,6,26,15,72,53,47,<5,27,<5,11,0,115,0,0,<5,0,0,0,<5,<5
54970,Laverton (S),0,17,40,0,15,<5,6,<5,45,64,60,132,<5,103,9,23,0,131,0,0,<5,0,0,0,11,<5
55040,Leonora (S),<5,8,42,0,13,0,10,0,36,83,79,119,5,99,<5,33,0,142,0,0,0,0,0,0,17,0
55110,Mandurah (C),18,50,"13,481",83,"2,142",50,818,"1,190","2,795","5,243","4,526","5,611","1,019","3,683",307,"1,363",24,"19,883",29,12,72,0,18,25,570,250
55180,Manjimup (S),<5,8,"1,198",<5,172,<5,82,203,380,648,477,578,110,360,49,101,<5,"1,919",7,0,11,0,<5,<5,46,16
55250,Meekatharra (S),<5,24,57,0,16,0,12,<5,35,112,104,189,6,146,12,42,0,167,0,0,0,0,0,0,23,0
55320,Melville (C),13,24,"9,713",152,"1,331",34,372,"2,549","1,348","2,954","2,403","3,569","1,217","1,587",103,409,6,"12,388",14,9,35,0,9,8,174,681
55390,Menzies (S),<5,9,22,0,7,0,5,0,19,31,30,66,0,76,6,7,0,79,0,0,<5,0,0,0,<5,0
55460,Merredin (S),0,6,332,0,61,<5,33,36,130,222,182,195,14,138,16,59,0,607,0,0,<5,0,0,<5,15,<5
55530,Mingenew (S),0,<5,49,0,<5,0,<5,<5,10,29,21,21,0,23,<5,<5,0,68,0,0,0,0,0,<5,0,0
55600,Moora (S),<5,10,233,<5,38,<5,25,30,69,180,146,164,16,97,7,41,0,401,0,0,<5,0,0,0,20,5
55670,Morawa (S),<5,9,73,0,17,0,11,7,21,62,51,47,<5,35,8,13,0,134,0,0,<5,0,0,0,<5,<5
55740,Mosman Park (T),<5,7,643,16,76,<5,25,209,237,167,138,248,90,140,6,28,0,980,<5,<5,<5,0,<5,<5,8,44
55810,Mount Magnet (S),<5,13,48,0,12,0,9,0,35,72,65,109,<5,84,10,24,0,136,0,0,<5,0,0,0,15,0
55880,Mount Marshall (S),0,0,26,<5,8,0,<5,5,16,33,25,18,<5,9,<5,5,0,55,0,0,0,0,0,0,0,<5
55950,Mukinbudin (S),0,<5,58,0,14,0,6,10,19,31,19,19,0,13,<5,<5,0,90,0,0,<5,0,0,0,<5,0
56090,Mundaring (S),<5,17,"4,113",35,623,24,184,527,639,"1,636","1,284","1,662",364,965,58,296,5,"5,554",5,<5,21,0,7,7,115,106
56160,Murchison (S),0,<5,<5,0,0,0,0,0,<5,13,9,25,0,18,0,6,0,10,0,0,0,0,0,<5,<5,0
56230,Murray (S),<5,9,"2,616",19,458,14,172,284,499,999,830,"1,092",197,740,48,252,9,"3,867",7,<5,17,0,7,7,107,46
56300,Nannup (S),0,0,238,0,30,0,13,30,61,87,70,100,17,79,10,15,0,358,<5,0,<5,0,0,0,<5,<5
56370,Narembeen (S),<5,<5,84,0,10,0,<5,24,12,45,35,37,<5,23,<5,8,0,112,0,0,0,0,0,0,0,<5
56450,Narrogin (S),0,<5,56,0,9,0,<5,20,19,38,25,22,<5,9,<5,5,0,84,<5,0,0,0,0,0,<5,<5
56520,Narrogin (T),5,38,524,0,111,5,59,67,186,357,296,355,36,221,40,89,<5,930,<5,<5,<5,0,<5,<5,26,6
56580,Nedlands (C),<5,<5,"1,228",37,186,<5,29,652,303,275,213,453,206,153,8,34,0,"1,629",0,0,6,0,0,0,18,156
56620,Ngaanyatjarraku (S),<5,21,49,0,22,0,20,0,119,220,196,456,<5,367,61,44,0,298,0,0,<5,0,0,0,54,0
56730,Northam (S),8,63,"1,443",7,308,8,139,102,480,813,685,947,102,696,65,209,<5,"2,535",<5,<5,8,0,<5,<5,108,17
56790,Northampton (S),<5,6,520,<5,89,0,42,57,98,188,151,213,29,148,16,37,<5,756,<5,0,<5,0,<5,<5,10,<5
56860,Nungarin (S),0,<5,26,0,7,0,<5,0,10,21,20,14,<5,7,<5,<5,0,47,<5,0,0,0,0,0,0,<5
56930,Peppermint Grove (S),0,<5,24,<5,12,0,0,28,14,8,6,26,11,10,0,<5,0,41,0,0,0,0,0,0,0,5
57000,Perenjori (S),0,5,23,0,7,0,5,7,15,25,15,11,<5,5,0,<5,0,49,0,0,0,0,0,0,0,<5
57080,Perth (C),15,7,860,45,86,<5,32,169,532,395,330,"1,083",270,828,27,59,0,"1,660",<5,<5,11,0,0,0,65,160
57140,Pingelly (S),<5,8,179,0,32,<5,15,26,62,87,69,99,10,70,6,23,<5,301,<5,0,<5,0,<5,<5,8,<5
57210,Plantagenet (S),0,<5,668,<5,152,<5,77,105,241,378,306,397,58,248,35,58,<5,"1,141",0,0,6,0,<5,<5,25,6
57280,Port Hedland (T),11,43,260,<5,135,5,67,5,280,702,635,886,31,668,58,271,0,"1,018",<5,<5,<5,0,0,0,75,5
57350,Quairading (S),0,5,177,<5,29,<5,20,24,51,67,62,86,11,68,9,24,0,296,0,0,<5,0,<5,0,12,<5
57420,Ravensthorpe (S),0,<5,213,<5,28,<5,12,44,54,90,73,75,7,50,6,16,0,322,0,0,0,0,0,<5,<5,<5
57490,Rockingham (C),25,56,"11,470",162,"2,560",101,904,775,"2,701","8,598","7,290","7,529","1,272","4,431",381,"1,963",13,"18,754",42,9,66,0,28,28,659,358
57630,Sandstone (S),0,0,19,0,0,0,<5,<5,6,0,0,<5,0,5,0,0,0,28,0,0,0,0,0,0,0,0
57700,Serpentine-Jarrahdale (S),5,<5,"1,612",16,398,30,127,157,299,"1,707","1,393","1,241",198,645,85,290,<5,"2,580",6,0,9,0,<5,<5,75,63
57770,Shark Bay (S),0,<5,101,0,17,0,8,<5,22,42,34,40,<5,41,<5,7,0,154,0,0,0,0,<5,0,<5,0
57840,South Perth (C),11,24,"3,187",84,418,12,141,837,631,"1,068",917,"1,674",590,870,58,203,<5,"4,461",<5,10,18,0,<5,<5,114,396
57910,Stirling (C),41,107,"20,826",342,"3,295",97,"1,192","3,303","5,035","9,683","8,020","11,335","2,785","6,381",746,"1,682",33,"30,905",57,44,107,0,29,30,714,"1,188"
57980,Subiaco (C),40,<5,"1,294",66,145,<5,27,489,351,319,278,700,360,288,5,46,0,"1,823",<5,<5,9,0,0,0,24,235
58050,Swan (C),35,133,"9,929",159,"2,519",118,966,777,"3,038","9,985","8,121","9,209","1,739","4,958",571,"1,865",13,"17,491",44,28,85,0,32,34,794,616
58190,Tammin (S),0,5,47,<5,6,0,<5,<5,20,37,31,43,<5,31,6,5,0,81,0,0,0,0,0,0,<5,0
58260,Three Springs (S),<5,6,72,0,7,0,<5,<5,12,51,43,36,<5,29,<5,11,0,106,0,0,0,0,0,0,<5,0
58330,Toodyay (S),<5,<5,697,<5,105,<5,39,66,145,251,201,292,45,203,12,58,<5,"1,001",0,0,<5,0,0,0,20,9
58400,Trayning (S),<5,0,47,0,13,<5,7,<5,20,19,16,30,<5,21,<5,<5,0,79,0,0,0,0,0,0,<5,0
58470,Upper Gascoyne (S),0,5,14,0,<5,<5,<5,0,11,32,31,67,0,54,<5,12,0,46,0,0,0,0,0,0,9,0
58510,Victoria Park (T),13,19,"3,021",78,368,13,139,277,910,"1,228","1,043","1,913",546,"1,139",71,211,<5,"4,626",12,11,17,0,<5,<5,145,322
58540,Victoria Plains (S),0,0,83,<5,16,0,5,11,23,47,34,35,6,12,<5,<5,0,121,<5,0,0,0,0,0,<5,<5
58570,Vincent (C),8,<5,"2,275",104,302,7,107,292,716,737,615,"1,460",518,877,31,111,<5,"3,454",8,5,10,0,9,0,92,260
58610,Wagin (S),0,<5,304,0,55,0,25,22,92,132,96,97,8,68,9,30,0,487,0,0,<5,0,<5,<5,6,<5
58680,Wandering (S),0,0,36,0,7,<5,<5,9,5,18,13,21,<5,13,0,<5,0,55,0,0,<5,0,0,0,<5,0
58760,Wanneroo (C),28,94,"13,463",207,"3,321",164,"1,218","1,178","3,718","13,661","11,081","11,777","2,397","6,162",836,"2,515",19,"23,272",51,25,95,0,37,40,935,952
58820,Waroona (S),<5,7,536,6,107,5,55,68,142,240,202,284,37,206,16,56,<5,870,<5,0,0,0,<5,<5,25,7
58890,West Arthur (S),0,0,75,0,16,0,7,15,21,50,34,40,6,20,<5,<5,0,119,0,0,0,0,0,0,<5,<5
59030,Westonia (S),0,0,21,0,6,0,<5,<5,6,7,6,16,<5,14,0,<5,0,36,0,0,0,0,0,0,<5,0
